"run_label","action_identity","source_event","command_pre_step_tick","command_post_step_tick","command_pre_step_time_s","measured_response_tick","command_post_step_time_s","nominal_selected_joint_deg","nominal_wheel_rad_s","measured_response_status","available_response_sample_tick","available_response_sample","entry_observation_tick","entry_physical_state","successor_start_tick","continuation_condition_or_wait_reason","source_path","source_line","evidence_pointer","physical_source_path","sample_limit","selected_joint_array_order","leg_and_wheel_array_order","endpoint_time_s","successor_time_s","successor_source_line","measured_event_time_s","terminal_tick","terminal_phase","completion_values","nominal_rr_carry","summary_source","physical_task_success","independent_final_evaluator","owner_observation_tick","decision_end_tick","owner_source_ticks","last_observed_wait_tick","observed_decision_snapshots","TOP_diagnostic_decision_line","TOP_diagnostic_reported_at_decision_end_tick","TOP_diagnostic","TOP_classification_at_command_tick","actual_native_wheel_target_rad_s","terminal_physical_sample_tick","terminal_physical_sample","RR_front_advance_to_terminal_m"
"B_TIMING1_AFTER","four_wheel_stop_after_FR","Actual native nominal dispatch; no action onset inferred from semantic stage alone",5320,5321,44.333333333333336,,44.34166666666667,"[49.2,31.1,6.9,0,0]","[0,0,0,0]","exact physical response onset not established",5328,"{""episode_physics_tick"":5328,""source_lines"":[5329,5328,666],""semantic_endpoint_observation_tick"":5328,""calibrated_body_rpy_rad"":[-0.05074548731416526,-0.04896012029129769,-0.020506094095996318],""com_position_world_m"":[0.6001076528968278,-0.12848343112410804,0.1745169722868155],""com_valid"":true,""RR_front_distance_derived_m"":-0.20741831915545816,""RR_top_clearance_derived_m"":-0.04999698767948171,""legs_contact_surface"":[""NONE"",""TOP"",""NONE"",""NONE""],""legs_top_contact"":[false,true,false,false],""legs_support"":[false,true,true,true],""legs_bearing_force_n"":[0,13.04470443725586,14.718982696533203,1.0444555282592773],""legs_bearing_verified"":[true,true,true,true],""legs_load_fraction"":[0,0.4528131018470992,0.5109313317836313,0.036255566369269486],""legs_load_fraction_valid"":[true,true,true,true],""RR_I_initial_lift_observed"":false,""RR_Q_lift_established"":false,""RR_current_lift_valid"":false,""RR_C_front_edge_crossed"":false,""RR_P_placed"":false,""FL_hip_actual_deg"":49.53927483178843,""FR_knee_actual_deg"":30.87178104752477,""RL_hip_actual_deg"":8.401636578989745,""RR_hip_actual_deg"":-0.08424259272758525,""RR_knee_actual_deg"":0.2180336895117063}",5320,"{""episode_physics_tick"":5320,""source_lines"":[5321,5320,665],""semantic_endpoint_observation_tick"":5320,""calibrated_body_rpy_rad"":[-0.05061907392853953,-0.0494194863511439,-0.020483620444112248],""com_position_world_m"":[0.5999753816601411,-0.12849797614621083,0.17454594452394348],""com_valid"":true,""RR_front_distance_derived_m"":-0.2075512077109849,""RR_top_clearance_derived_m"":-0.04999589772645499,""legs_contact_surface"":[""NONE"",""TOP"",""NONE"",""NONE""],""legs_top_contact"":[false,true,false,false],""legs_support"":[false,true,true,true],""legs_bearing_force_n"":[0,13.053414344787598,14.54600715637207,1.0414210557937622],""legs_bearing_verified"":[true,true,true,true],""legs_load_fraction"":[0,0.45576223251220266,0.507876370167769,0.03636139732002842],""legs_load_fraction_valid"":[true,true,true,true],""RR_I_initial_lift_observed"":false,""RR_Q_lift_established"":false,""RR_current_lift_valid"":false,""RR_C_front_edge_crossed"":false,""RR_P_placed"":false,""FL_hip_actual_deg"":49.2832007945209,""FR_knee_actual_deg"":31.079217307712643,""RL_hip_actual_deg"":8.388360398790532,""RR_hip_actual_deg"":-0.0808796316958531,""RR_knee_actual_deg"":0.22461491215831164}",,,"C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260914T2239069664767Z_ga89ba82af061_fa3a7f654dd34828834613adc1162e33\source\native_tick_audit.jsonl",5321,,"C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260914T2239069664767Z_ga89ba82af061_fa3a7f654dd34828834613adc1162e33\source\physical_observations.jsonl","Explicit nearest retained pre/after samples; not onset or same-tick fill. Body motion is not leg loading.","[""FL_hip"",""FR_knee"",""RL_hip"",""RR_hip"",""RR_knee""]","[""FL"",""FR"",""RL"",""RR""]",,,,,,,,,,,,,,,,,,,,,,,,
"B_TIMING1_AFTER","RL_P08","Actual native nominal dispatch; no action onset inferred from semantic stage alone",5360,5361,44.666666666666664,,44.675,"[38.6,31.1,14.3,0,0]","[0,0,0,0]","exact physical response onset not established",5368,"{""episode_physics_tick"":5368,""source_lines"":[5369,5368,671],""semantic_endpoint_observation_tick"":5368,""calibrated_body_rpy_rad"":[-0.06308893148440972,-0.05455063251175873,-0.02000599136704665],""com_position_world_m"":[0.603558818513071,-0.12693603648669483,0.17085231555172867],""com_valid"":true,""RR_front_distance_derived_m"":-0.2038217748897111,""RR_top_clearance_derived_m"":-0.04999683405591163,""legs_contact_surface"":[""NONE"",""TOP"",""NONE"",""NONE""],""legs_top_contact"":[false,true,false,false],""legs_support"":[false,true,true,true],""legs_bearing_force_n"":[0,12.633378028869629,15.951996803283691,0.5866221189498901],""legs_bearing_verified"":[true,true,true,true],""legs_load_fraction"":[0,0.43306524575760547,0.5468256708658551,0.020109083376539487],""legs_load_fraction_valid"":[true,true,true,true],""RR_I_initial_lift_observed"":false,""RR_Q_lift_established"":false,""RR_current_lift_valid"":false,""RR_C_front_edge_crossed"":false,""RR_P_placed"":false,""FL_hip_actual_deg"":40.349139190320386,""FR_knee_actual_deg"":30.352843764954713,""RL_hip_actual_deg"":10.547056200125049,""RR_hip_actual_deg"":0.03085108402687492,""RR_knee_actual_deg"":0.25490689200752076}",5360,"{""episode_physics_tick"":5360,""source_lines"":[5361,5360,670],""semantic_endpoint_observation_tick"":5360,""calibrated_body_rpy_rad"":[-0.05126886383219564,-0.04827069479186165,-0.020540305599081096],""com_position_world_m"":[0.6007242113322206,-0.12854094312186712,0.17213842636872503],""com_valid"":true,""RR_front_distance_derived_m"":-0.20711493151355143,""RR_top_clearance_derived_m"":-0.049995999261233576,""legs_contact_surface"":[""NONE"",""TOP"",""NONE"",""NONE""],""legs_top_contact"":[false,true,false,false],""legs_support"":[false,true,true,true],""legs_bearing_force_n"":[0,13.347723960876465,15.007147789001465,0.6892814636230469],""legs_bearing_verified"":[true,true,true,true],""legs_load_fraction"":[0,0.45956664195917635,0.5167011645574674,0.023732193483356197],""legs_load_fraction_valid"":[true,true,true,true],""RR_I_initial_lift_observed"":false,""RR_Q_lift_established"":false,""RR_current_lift_valid"":false,""RR_C_front_edge_crossed"":false,""RR_P_placed"":false,""FL_hip_actual_deg"":42.063472275763985,""FR_knee_actual_deg"":30.614771274340946,""RL_hip_actual_deg"":8.435796916349917,""RR_hip_actual_deg"":-0.13411041750765657,""RR_knee_actual_deg"":0.19698756319410704}",,,"C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260914T2239069664767Z_ga89ba82af061_fa3a7f654dd34828834613adc1162e33\source\native_tick_audit.jsonl",5361,,"C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260914T2239069664767Z_ga89ba82af061_fa3a7f654dd34828834613adc1162e33\source\physical_observations.jsonl","Explicit nearest retained pre/after samples; not onset or same-tick fill. Body motion is not leg loading.","[""FL_hip"",""FR_knee"",""RL_hip"",""RR_hip"",""RR_knee""]","[""FL"",""FR"",""RL"",""RR""]",,,,,,,,,,,,,,,,,,,,,,,,
"B_TIMING1_AFTER","RR_P09","Actual native nominal dispatch; no action onset inferred from semantic stage alone",5408,5409,45.06666666666667,,45.075,"[38.6,31.1,31.199999999999996,1.6,0]","[0,0,0,0]","exact physical response onset not established",5416,"{""episode_physics_tick"":5416,""source_lines"":[5417,5416,677],""semantic_endpoint_observation_tick"":5416,""calibrated_body_rpy_rad"":[-0.17579813490666935,-0.07381939873596254,-0.021295594412639646],""com_position_world_m"":[0.6363173846110598,-0.11782155192579154,0.15441640957446176],""com_valid"":true,""RR_front_distance_derived_m"":-0.17074647205043192,""RR_top_clearance_derived_m"":-0.04956371377452833,""legs_contact_surface"":[""NONE"",""TOP"",""NONE"",""NONE""],""legs_top_contact"":[false,true,false,false],""legs_support"":[false,true,true,false],""legs_bearing_force_n"":[0,13.768025398254395,15.6624116897583,0],""legs_bearing_verified"":[true,true,true,true],""legs_load_fraction"":[0,0.46781586549600535,0.5321841345039946,0],""legs_load_fraction_valid"":[true,true,true,true],""RR_I_initial_lift_observed"":false,""RR_Q_lift_established"":false,""RR_current_lift_valid"":false,""RR_C_front_edge_crossed"":false,""RR_P_placed"":false,""FL_hip_actual_deg"":38.57243623247082,""FR_knee_actual_deg"":28.849952845647202,""RL_hip_actual_deg"":28.262744954177023,""RR_hip_actual_deg"":0.8075884140120702,""RR_knee_actual_deg"":0.16338470500687707}",5408,"{""episode_physics_tick"":5408,""source_lines"":[5409,5408,676],""semantic_endpoint_observation_tick"":5408,""calibrated_body_rpy_rad"":[-0.16074970306705333,-0.07031431578533855,-0.02087413059173869],""com_position_world_m"":[0.6315900038197482,-0.11823843903378962,0.15756922210346938],""com_valid"":true,""RR_front_distance_derived_m"":-0.17287468569445963,""RR_top_clearance_derived_m"":-0.04998478710194664,""legs_contact_surface"":[""NONE"",""TOP"",""NONE"",""NONE""],""legs_top_contact"":[false,true,false,false],""legs_support"":[false,true,true,false],""legs_bearing_force_n"":[0,12.77481746673584,16.169971466064453,0],""legs_bearing_verified"":[true,true,true,true],""legs_load_fraction"":[0,0.44135120475034423,0.5586487952496557,0],""legs_load_fraction_valid"":[true,true,true,true],""RR_I_initial_lift_observed"":false,""RR_Q_lift_established"":false,""RR_current_lift_valid"":false,""RR_C_front_edge_crossed"":false,""RR_P_placed"":false,""FL_hip_actual_deg"":38.60397121586877,""FR_knee_actual_deg"":28.896473264084158,""RL_hip_actual_deg"":25.454133601427344,""RR_hip_actual_deg"":-0.26015404810019754,""RR_knee_actual_deg"":0.1842730176442562}",,,"C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260914T2239069664767Z_ga89ba82af061_fa3a7f654dd34828834613adc1162e33\source\native_tick_audit.jsonl",5409,,"C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260914T2239069664767Z_ga89ba82af061_fa3a7f654dd34828834613adc1162e33\source\physical_observations.jsonl","Explicit nearest retained pre/after samples; not onset or same-tick fill. Body motion is not leg loading.","[""FL_hip"",""FR_knee"",""RL_hip"",""RR_hip"",""RR_knee""]","[""FL"",""FR"",""RL"",""RR""]",,,,,,,,,,,,,,,,,,,,,,,,
"B_TIMING1_AFTER","P07_actual_start_tick","actual_start_tick",,,,,,,,"exact physical response onset not established",,,,,5160,,"C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260914T2239069664767Z_ga89ba82af061_fa3a7f654dd34828834613adc1162e33\source\video_policy_decisions.jsonl",645,,,,"[""FL_hip"",""FR_knee"",""RL_hip"",""RR_hip"",""RR_knee""]","[""FL"",""FR"",""RL"",""RR""]",,,,,,,,,,,,5160,5160,,,,,,,,,,,
"B_TIMING1_AFTER","P07_fr_group_start_tick","fr_group_start_tick",,,,,,,,"exact physical response onset not established",,,,,5200,,"C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260914T2239069664767Z_ga89ba82af061_fa3a7f654dd34828834613adc1162e33\source\video_policy_decisions.jsonl",650,,,,"[""FL_hip"",""FR_knee"",""RL_hip"",""RR_hip"",""RR_knee""]","[""FL"",""FR"",""RL"",""RR""]",,,,,,,,,,,,5200,5200,,,,,,,,,,,
"B_TIMING1_AFTER","P08_actual_start_tick","actual_start_tick",,,,,,,,"exact physical response onset not established",,,,,5360,,"C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260914T2239069664767Z_ga89ba82af061_fa3a7f654dd34828834613adc1162e33\source\video_policy_decisions.jsonl",670,,,,"[""FL_hip"",""FR_knee"",""RL_hip"",""RR_hip"",""RR_knee""]","[""FL"",""FR"",""RL"",""RR""]",,,,,,,,,,,,5360,5360,,,,,,,,,,,
"B_TIMING1_AFTER","P09_actual_start_tick","actual_start_tick",,,,,,,,"exact physical response onset not established",,,,,5408,,"C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260914T2239069664767Z_ga89ba82af061_fa3a7f654dd34828834613adc1162e33\source\video_policy_decisions.jsonl",676,,,,"[""FL_hip"",""FR_knee"",""RL_hip"",""RR_hip"",""RR_knee""]","[""FL"",""FR"",""RL"",""RR""]",,,,,,,,,,,,5408,5408,,,,,,,,,,,
"B_TIMING1_AFTER","P08_pending",,,,,,,,,"exact physical response onset not established",,,,,,"P07_source_groups_and_measured_FL_space_FR_response","C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260914T2239069664767Z_ga89ba82af061_fa3a7f654dd34828834613adc1162e33\source\video_policy_decisions.jsonl",646,,,,"[""FL_hip"",""FR_knee"",""RL_hip"",""RR_hip"",""RR_knee""]","[""FL"",""FR"",""RL"",""RR""]",,,,,,,,,,,,5168,,0,5352,24,,,,,,,,
"B_TIMING1_AFTER","P09_pending",,,,,,,,,"exact physical response onset not established",,,,,,"RL_source_assist_response_and_RR_measured_unload_or_lift","C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260914T2239069664767Z_ga89ba82af061_fa3a7f654dd34828834613adc1162e33\source\video_policy_decisions.jsonl",647,,,,"[""FL_hip"",""FR_knee"",""RL_hip"",""RR_hip"",""RR_knee""]","[""FL"",""FR"",""RL"",""RR""]",,,,,,,,,,,,5176,,0,5400,29,,,,,,,,
"B_TIMING1_AFTER","P07_holding",,,,,,,,,"exact physical response onset not established",,,,,,"no_live_physical_readiness","C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260914T2239069664767Z_ga89ba82af061_fa3a7f654dd34828834613adc1162e33\source\video_policy_decisions.jsonl",1161,,,,"[""FL_hip"",""FR_knee"",""RL_hip"",""RR_hip"",""RR_knee""]","[""FL"",""FR"",""RL"",""RR""]",,,,,,,,,,,,9281,,4121,9281,1,,,,,,,,
"B_TIMING1_AFTER","P08_holding",,,,,,,,,"exact physical response onset not established",,,,,,"no_live_physical_readiness","C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260914T2239069664767Z_ga89ba82af061_fa3a7f654dd34828834613adc1162e33\source\video_policy_decisions.jsonl",1161,,,,"[""FL_hip"",""FR_knee"",""RL_hip"",""RR_hip"",""RR_knee""]","[""FL"",""FR"",""RL"",""RR""]",,,,,,,,,,,,9281,,3921,9281,1,,,,,,,,
"B_TIMING1_AFTER","P09_holding",,,,,,,,,"exact physical response onset not established",,,,,,"no_live_physical_readiness","C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260914T2239069664767Z_ga89ba82af061_fa3a7f654dd34828834613adc1162e33\source\video_policy_decisions.jsonl",1161,,,,"[""FL_hip"",""FR_knee"",""RL_hip"",""RR_hip"",""RR_knee""]","[""FL"",""FR"",""RL"",""RR""]",,,,,,,,,,,,9281,,3873,9281,1,,,,,,,,
"B_TIMING1_AFTER","RR_whole_body_initial_clearance","whole_body_initial_clearance",,,,5421,,,,"Recorded evaluator event at actual physical tick",,,,,,,"C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260914T2239069664767Z_ga89ba82af061_fa3a7f654dd34828834613adc1162e33\source\stage_transition_evidence.jsonl",18,,,,"[""FL_hip"",""FR_knee"",""RL_hip"",""RR_hip"",""RR_knee""]","[""FL"",""FR"",""RL"",""RR""]",,,,45.175,,,,,,,,,,,,,,,,,,,,
"B_TIMING1_AFTER","RR_qualified_measured_upward_lift","qualified_measured_upward_lift",,,,5425,,,,"Recorded evaluator event at actual physical tick",,,,,,,"C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260914T2239069664767Z_ga89ba82af061_fa3a7f654dd34828834613adc1162e33\source\stage_transition_evidence.jsonl",19,,,,"[""FL_hip"",""FR_knee"",""RL_hip"",""RR_hip"",""RR_knee""]","[""FL"",""FR"",""RL"",""RR""]",,,,45.208333333333336,,,,,,,,,,,,,,,,,,,,
"B_TIMING1_AFTER","RR_sequence_terminal_or_not_reached",,,,,,,,,"exact physical response onset not established",9281,"{""episode_physics_tick"":9281,""source_lines"":[9282,9281,1161],""semantic_endpoint_observation_tick"":9281,""calibrated_body_rpy_rad"":[0.07564265661915381,-0.17491724639396564,-0.24250918208416258],""com_position_world_m"":[0.6718439559134618,-0.17726665205437414,0.15250634697537463],""com_valid"":true,""RR_front_distance_derived_m"":-0.029536005427125644,""RR_top_clearance_derived_m"":-0.011898819032890195,""legs_contact_surface"":[""TOP"",""TOP"",""NONE"",""TOP""],""legs_top_contact"":[true,true,false,false],""legs_support"":[true,true,true,true],""legs_bearing_force_n"":[1.683772325515747,11.982914924621582,12.531431198120117,2.356905698776245],""legs_bearing_verified"":[true,true,true,true],""legs_load_fraction"":[0.05896588694324946,0.4196429624054922,0.43885206097512225,0.08253908967613609],""legs_load_fraction_valid"":[true,true,true,true],""RR_I_initial_lift_observed"":true,""RR_Q_lift_established"":true,""RR_current_lift_valid"":true,""RR_C_front_edge_crossed"":false,""RR_P_placed"":false,""FL_hip_actual_deg"":-19.66122729139722,""FR_knee_actual_deg"":30.582911856957423,""RL_hip_actual_deg"":15.001014020153901,""RR_hip_actual_deg"":-6.41562286089132,""RR_knee_actual_deg"":-59.98109146384171}",,,,"INCOMPLETE_CONTROLLER_BLOCKED","C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260914T2239069664767Z_ga89ba82af061_fa3a7f654dd34828834613adc1162e33\source\video_policy_decisions.jsonl",1161,,"C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260914T2239069664767Z_ga89ba82af061_fa3a7f654dd34828834613adc1162e33\source\physical_observations.jsonl",,"[""FL_hip"",""FR_knee"",""RL_hip"",""RR_hip"",""RR_knee""]","[""FL"",""FR"",""RL"",""RR""]",,,,,9281,"P09","{""placed_RR"":0.6483119905025301}","{""source_joint_owners_continued"":true,""added_rolling_suggestion"":false,""ordered_source_wheel_owner"":false,""reason"":""no_extra_wall_push_source_and_residual_adjustment_continue"",""fixed_lift_timer_gate"":false,""above_top_15mm_action_gate"":false}","C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\outputs\ppo_timing_task_priority_v1\B_TIMING1_AFTER.summary.json",false,"{""physics_tick"":9281,""source"":""C:\\robotics_sim\\wlr_robot\\fsm_base_on_recording_ppo_phase_v1\\runs\\ppo_fsm_reference_p09_stable_v2\\video_eval\\prior_B\\20260914T2239069664767Z_ga89ba82af061_fa3a7f654dd34828834613adc1162e33\\source\\semantic_video_source_manifest.json#/physical_episode/physical_task_evaluation"",""RR_current_lift_valid"":true,""RR_C"":false,""RR_P"":false,""termination_reason"":null,""termination_source"":null}",,,,,,,,,,,,,
"C_TIMING1_AFTER","RR_sequence_terminal_or_not_reached",,,,,,,,,"exact physical response onset not established",879,"{""episode_physics_tick"":879,""source_lines"":[880,879,null],""semantic_endpoint_observation_tick"":null,""calibrated_body_rpy_rad"":[0.07295113315529142,-0.11041076520802516,0.022830073244144152],""com_position_world_m"":[-0.02808728072188818,-0.12479342109225916,0.11609381829411457],""com_valid"":true,""RR_front_distance_derived_m"":-0.7026828642385041,""RR_top_clearance_derived_m"":-0.050153339057399784,""legs_contact_surface"":null,""legs_top_contact"":null,""legs_support"":null,""legs_bearing_force_n"":null,""legs_bearing_verified"":null,""legs_load_fraction"":null,""legs_load_fraction_valid"":null,""RR_I_initial_lift_observed"":null,""RR_Q_lift_established"":null,""RR_current_lift_valid"":null,""RR_C_front_edge_crossed"":null,""RR_P_placed"":null,""FL_hip_actual_deg"":3.2203053538817077,""FR_knee_actual_deg"":45.52117077936812,""RL_hip_actual_deg"":28.438461815859355,""RR_hip_actual_deg"":-6.384892986041787,""RR_knee_actual_deg"":-60.01679969282254}",,,,"SAFETY_ABORT","C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\validation\20260914T2304169309827Z_ga89ba82af061_0b60925a21ed4a9c87cce008dbce5db3\source\video_policy_decisions.jsonl",110,,"C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\validation\20260914T2304169309827Z_ga89ba82af061_0b60925a21ed4a9c87cce008dbce5db3\source\physical_observations.jsonl",,"[""FL_hip"",""FR_knee"",""RL_hip"",""RR_hip"",""RR_knee""]","[""FL"",""FR"",""RL"",""RR""]",,,,,879,"P02",,,"C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\outputs\ppo_timing_task_priority_v1\C_TIMING1_AFTER.summary.json",false,"{""physics_tick"":879,""source"":""C:\\robotics_sim\\wlr_robot\\fsm_base_on_recording_ppo_phase_v1\\runs\\ppo_fsm_reference_p09_stable_v2\\video_eval\\validation\\20260914T2304169309827Z_ga89ba82af061_0b60925a21ed4a9c87cce008dbce5db3\\source\\semantic_video_source_manifest.json#/physical_episode/physical_task_evaluation"",""RR_current_lift_valid"":false,""RR_C"":false,""RR_P"":false,""termination_reason"":""SAFETY_ABORT"",""termination_source"":""HARD_JOINT_LIMIT""}",,,,,,,,,,,,,
"B_AFTER_FULL","FL_P07","Actual native nominal dispatch; no action onset inferred from semantic stage alone",5160,5161,43,,43.00833333333333,"[37.6,45.9,6.9,0,0]","[0.3,0.3,0.3,0.3]","exact physical response onset not established",5168,"{""episode_physics_tick"":5168,""source_lines"":[5169,5168,646],""semantic_endpoint_observation_tick"":5168,""calibrated_body_rpy_rad"":[-0.04102300228158545,-0.027882504548316405,-0.02128271919397043],""com_position_world_m"":[0.594007966658887,-0.13035877553603847,0.16242132366727868],""com_valid"":true,""RR_front_distance_derived_m"":-0.2181892360942399,""RR_top_clearance_derived_m"":-0.05092519545788415,""legs_contact_surface"":[""NONE"",""TOP"",""NONE"",""NONE""],""legs_top_contact"":[false,true,false,false],""legs_support"":[false,true,true,true],""legs_bearing_force_n"":[0,12.829343795776367,15.35607624053955,1.6838270425796509],""legs_bearing_verified"":[true,true,true,true],""legs_load_fraction"":[0,0.4295168124556134,0.5141099204803709,0.05637326706401571],""legs_load_fraction_valid"":[true,true,true,true],""RR_I_initial_lift_observed"":false,""RR_Q_lift_established"":false,""RR_current_lift_valid"":false,""RR_C_front_edge_crossed"":false,""RR_P_placed"":false,""FL_hip_actual_deg"":25.552089306357825,""FR_knee_actual_deg"":46.1207555205631,""RL_hip_actual_deg"":7.660487629509783,""RR_hip_actual_deg"":0.12964422084240873,""RR_knee_actual_deg"":-0.08932705491485149}",5160,"{""episode_physics_tick"":5160,""source_lines"":[5161,5160,645],""semantic_endpoint_observation_tick"":5160,""calibrated_body_rpy_rad"":[-0.037759918751510864,-0.030891833370202567,-0.021106935902115726],""com_position_world_m"":[0.5932237445363151,-0.13079528412469607,0.1621838548943216],""com_valid"":true,""RR_front_distance_derived_m"":-0.218984391857866,""RR_top_clearance_derived_m"":-0.05092924746865264,""legs_contact_surface"":[""TOP"",""TOP"",""NONE"",""NONE""],""legs_top_contact"":[true,true,false,false],""legs_support"":[true,true,true,true],""legs_bearing_force_n"":[6.463122844696045,6.689085006713867,8.034895896911621,7.5156402587890625],""legs_bearing_verified"":[true,true,true,true],""legs_load_fraction"":[0.22517438900945919,0.2330468823836761,0.27993476494516056,0.2618439636617041],""legs_load_fraction_valid"":[true,true,true,true],""RR_I_initial_lift_observed"":false,""RR_Q_lift_established"":false,""RR_current_lift_valid"":false,""RR_C_front_edge_crossed"":false,""RR_P_placed"":false,""FL_hip_actual_deg"":22.800721769042024,""FR_knee_actual_deg"":46.10623112329307,""RL_hip_actual_deg"":7.510796349886137,""RR_hip_actual_deg"":0.4868563909666113,""RR_knee_actual_deg"":-0.19220723285541813}",,,"C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260914T2310036230645Z_g4db24eabd129_332256dc4c39442d8d4f8b257a0df053\source\native_tick_audit.jsonl",5161,,"C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260914T2310036230645Z_g4db24eabd129_332256dc4c39442d8d4f8b257a0df053\source\physical_observations.jsonl","Explicit nearest retained pre/after samples; not onset or same-tick fill. Body motion is not leg loading.","[""FL_hip"",""FR_knee"",""RL_hip"",""RR_hip"",""RR_knee""]","[""FL"",""FR"",""RL"",""RR""]",,,,,,,,,,,,,,,,,,,,,,,,
